文件名,坐标,船数量
10480,0.701171875 0.62890625 0.23828125 0.109375,1
10482,0.693359375 0.1640625 0.13671875 0.0546875,1
10483,0.677734375 0.072265625 0.05078125 0.12109375,1
10485,0.74609375 0.095703125 0.1328125 0.06640625,1
10486,0.25 0.095703125 0.1328125 0.06640625,1
10491,0.67578125 0.31640625 0.1796875 0.09375,1
10492,0.17578125 0.314453125 0.1875 0.09765625,1
10494,0.212890625 0.72265625 0.05859375 0.2109375,1
10495,0.734375 0.91015625 0.1484375 0.078125,1
10496,0.234375 0.91015625 0.1484375 0.0703125,1
10498,0.2109375 0.228515625 0.0625 0.20703125,1
10506,0.130859375 0.921875 0.08203125 0.078125,1
10507,0.63671875 0.193359375 0.0625 0.17578125,1
10510,0.6484375 0.908203125 0.1015625 0.06640625,1
10512,0.6484375 0.408203125 0.09375 0.06640625,1
10514,0.482421875 0.474609375 0.12109375 0.07421875,1
10515,0.423828125 0.716796875 0.19140625 0.14453125,1
10516,0.923828125 0.3046875 0.14453125 0.328125,1
10517,0.43359375 0.29296875 0.203125 0.28125,1
10518,0.416015625 0.212890625 0.18359375 0.12890625,1
10521,0.486328125 0.841796875 0.11328125 0.07421875,1
10523,0.6796875 0.779296875 0.09375 0.05078125,1
10524,0.181640625 0.78125 0.08984375 0.046875,1
10529,0.681640625 0.279296875 0.09765625 0.04296875,1
10530,0.1796875 0.28125 0.09375 0.046875,1
10533,0.7734375 0.34375 0.078125 0.1015625,1
10534,0.2734375 0.345703125 0.078125 0.09765625,1
10535,0.474609375 0.78125 0.18359375 0.15625,1
10536,0.470703125 0.28125 0.19140625 0.171875,1
10538,0.171875 0.55078125 0.078125 0.09375,1
10541,0.671875 0.05078125 0.078125 0.09375,1
10542,0.169921875 0.05078125 0.08203125 0.09375,1
10543,0.3359375 0.494140625 0.0546875 0.14453125,1
10545,0.484375 0.462890625 0.0859375 0.08984375,1
10546,0.83984375 0.09765625 0.0703125 0.0859375,1
10547,0.33984375 0.095703125 0.0703125 0.08984375,1
10552,0.099609375 0.67578125 0.08984375 0.078125,1
10553,0.599609375 0.1796875 0.09765625 0.078125,1
10555,0.474609375 0.861328125 0.17578125 0.06640625,1
10556,0.474609375 0.365234375 0.17578125 0.06640625,1
10557,0.869140625 0.474609375 0.12109375 0.13671875,1
10560,0.28125 0.0546875 0.1015625 0.109375,1
10562,0.802734375 0.90234375 0.08984375 0.109375,1
10563,0.296875 0.90234375 0.078125 0.109375,1
10565,0.302734375 0.3984375 0.08984375 0.1171875,1
10568,0.66796875 0.5703125 0.078125 0.0703125,1
10571,0.166015625 0.072265625 0.08203125 0.06640625,1
10573,0.05078125 0.572265625 0.0859375 0.09765625,1
10575,0.048828125 0.0703125 0.08203125 0.09375,1
10576,0.57421875 0.923828125 0.1171875 0.12890625,1
10578,0.572265625 0.42578125 0.11328125 0.1328125,1
10579,0.0703125 0.423828125 0.109375 0.12890625,1
10581,0.216796875 0.6328125 0.10546875 0.0703125,1
10583,0.216796875 0.130859375 0.10546875 0.07421875,1
10590,0.654296875 0.658203125 0.06640625 0.07421875,1
10591,0.154296875 0.658203125 0.06640625 0.06640625,1
10594,0.052734375 0.599609375 0.10546875 0.14453125,1
10595,0.328125 0.89453125 0.109375 0.1171875,1
10597,0.5390625 0.095703125 0.125 0.14453125,1
10601,0.78125 0.787109375 0.109375 0.13671875,1
10602,0.283203125 0.7890625 0.10546875 0.1328125,1
10603,0.787109375 0.283203125 0.12109375 0.14453125,1
10605,0.517578125 0.626953125 0.21484375 0.15234375,1
10606,0.958984375 0.662109375 0.05078125 0.09765625,1
10608,0.921875 0.935546875 0.0546875 0.06640625,1
10610,0.65625 0.15625 0.0703125 0.0703125,1
10612,0.720703125 0.64453125 0.04296875 0.0859375,1
10614,0.958984375 0.16015625 0.05859375 0.09375,1
10616,0.84765625 0.958984375 0.1171875 0.07421875,1
10620,0.775390625 0.505859375 0.07421875 0.08203125,1
10621,0.275390625 0.509765625 0.08203125 0.08984375,1
10623,0.27734375 0.025390625 0.0859375 0.05078125,1
10624,0.498046875 0.421875 0.08984375 0.078125,1
10625,0.658203125 0.646484375 0.05859375 0.13671875,1
10626,0.15625 0.662109375 0.0546875 0.12890625,1
10627,0.919921875 0.439453125 0.05859375 0.06640625,1
10628,0.416015625 0.4375 0.05859375 0.0703125,1
10629,0.66015625 0.130859375 0.0703125 0.17578125,1
10630,0.158203125 0.150390625 0.05859375 0.14453125,1
10631,0.517578125 0.91796875 0.10546875 0.15625,1
10636,0.37890625 0.318359375 0.0859375 0.13671875,1
10638,0.59765625 0.814453125 0.078125 0.11328125,1
10639,0.099609375 0.814453125 0.08984375 0.11328125,1
10640,0.5859375 0.53125 0.0703125 0.09375,1
10641,0.6015625 0.310546875 0.09375 0.11328125,1
10643,0.583984375 0.0390625 0.08203125 0.078125,1
10645,0.833984375 0.580078125 0.08203125 0.10546875,1
10646,0.330078125 0.587890625 0.08203125 0.08984375,1
10648,0.091796875 0.69140625 0.03515625 0.0859375;0.623046875 0.447265625 0.03515625 0.08203125,2
10649,0.12109375 0.451171875 0.0390625 0.07421875,1
10650,0.326171875 0.4453125 0.08984375 0.0390625;0.255859375 0.193359375 0.10546875 0.07421875;0.484375 0.72265625 0.0859375 0.0390625,3
10651,0.689453125 0.79296875 0.22265625 0.1640625,1
10653,0.42578125 0.8125 0.0234375 0.1328125;0.294921875 0.876953125 0.05078125 0.05078125,2
10654,0.685546875 0.291015625 0.23046875 0.16796875,1
10656,0.2734375 0.716796875 0.1953125 0.12890625;0.794921875 0.380859375 0.05078125 0.05078125;0.92578125 0.314453125 0.03125 0.12890625,3
10657,0.29296875 0.380859375 0.0546875 0.05078125;0.427734375 0.3125 0.02734375 0.125,2
10663,0.916015625 0.171875 0.16015625 0.140625,1
10665,0.708984375 0.57421875 0.21484375 0.140625,1
10666,0.212890625 0.578125 0.22265625 0.1484375,1
10667,0.703125 0.080078125 0.21875 0.13671875,1
10668,0.20703125 0.080078125 0.21875 0.14453125,1
10669,0.333984375 0.23046875 0.02734375 0.125,1
10673,0.88671875 0.669921875 0.2109375 0.06640625,1
10676,0.08984375 0.61328125 0.1796875 0.078125,1
10677,0.880859375 0.173828125 0.21484375 0.06640625,1
10678,0.388671875 0.166015625 0.21484375 0.06640625,1
10679,0.546875 0.115234375 0.2265625 0.08203125,1
10683,0.13671875 0.724609375 0.2265625 0.09765625,1
10684,0.818359375 0.140625 0.17578125 0.0625,1
10685,0.314453125 0.138671875 0.18359375 0.05859375,1
10687,0.099609375 0.6875 0.17578125 0.1328125,1
10688,0.5859375 0.685546875 0.1875 0.12890625,1
10689,0.08984375 0.67578125 0.1796875 0.1328125,1
10693,0.1015625 0.193359375 0.1875 0.13671875,1
10695,0.08984375 0.181640625 0.1796875 0.12890625,1
10697,0.267578125 0.26953125 0.16015625 0.109375,1
10698,0.67578125 0.953125 0.2421875 0.0859375,1
10699,0.181640625 0.955078125 0.22265625 0.08203125,1
10700,0.822265625 0.7578125 0.26953125 0.15625,1
10701,0.322265625 0.76171875 0.27734375 0.140625,1
10702,0.91796875 0.923828125 0.046875 0.09765625;0.98046875 0.439453125 0.03125 0.12109375,2
10703,0.48828125 0.43359375 0.0546875 0.1171875;0.41796875 0.923828125 0.0546875 0.09765625,2
10704,0.427734375 0.62109375 0.07421875 0.046875,1
10706,0.255859375 0.5234375 0.11328125 0.078125,1
10708,0.0625 0.662109375 0.0859375 0.05859375;0.18359375 0.462890625 0.2109375 0.12109375,2
10711,0.92578125 0.1171875 0.0703125 0.0546875,1
10712,0.4296875 0.123046875 0.0703125 0.05078125,1
10715,0.060546875 0.1640625 0.08203125 0.0546875,1
10716,0.83203125 0.65234375 0.1875 0.1875;0.658203125 0.630859375 0.08203125 0.04296875,2
10718,0.701171875 0.4765625 0.15234375 0.09375,1
10720,0.658203125 0.02734375 0.10546875 0.0546875,1
10723,0.83203125 0.1484375 0.1796875 0.1875;0.654296875 0.12890625 0.08203125 0.046875,2
10727,0.6015625 0.845703125 0.1171875 0.08984375,1
10730,0.298828125 0.64453125 0.15234375 0.0859375;0.9375 0.58984375 0.1171875 0.09375,2
10731,0.455078125 0.58203125 0.15234375 0.109375,1
10733,0.41796875 0.654296875 0.171875 0.10546875,1
10735,0.896484375 0.1953125 0.07421875 0.203125,1
10737,0.90234375 0.72265625 0.0625 0.0625,1
10740,0.244140625 0.232421875 0.15234375 0.08203125;0.71484375 0.609375 0.1640625 0.0859375,2
10741,0.212890625 0.61328125 0.16015625 0.078125,1
10744,0.666015625 0.26171875 0.13671875 0.0703125,1
10746,0.45703125 0.083984375 0.1484375 0.10546875,1
10748,0.421875 0.162109375 0.1796875 0.11328125,1
10749,0.1640625 0.263671875 0.140625 0.08203125,1
10756,0.533203125 0.251953125 0.12890625 0.07421875,1
10758,0.25390625 0.69140625 0.0859375 0.0390625;0.771484375 0.044921875 0.14453125 0.07421875,2
10762,0.75390625 0.19140625 0.09375 0.046875,1
10763,0.251953125 0.189453125 0.08984375 0.04296875,1
10764,0.873046875 0.94921875 0.08203125 0.0859375,1
10765,0.2109375 0.576171875 0.125 0.19140625,1
10766,0.904296875 0.91796875 0.16796875 0.15625,1
10767,0.4375 0.9140625 0.21875 0.1640625,1
10769,0.375 0.447265625 0.078125 0.09765625;0.712890625 0.087890625 0.12890625 0.17578125,2
10773,0.369140625 0.642578125 0.04296875 0.10546875;0.421875 0.421875 0.0546875 0.1015625,2
10774,0.80859375 0.369140625 0.234375 0.25390625;0.556640625 0.59375 0.14453125 0.1796875;0.4453125 0.58203125 0.15625 0.1796875;0.37890625 0.80078125 0.1640625 0.1640625,4
10775,0.890625 0.923828125 0.15625 0.09765625,1
10776,0.8984375 0.50390625 0.109375 0.125;0.38671875 0.91796875 0.15625 0.09375,2
10778,0.365234375 0.138671875 0.05078125 0.10546875,1
10781,0.328125 0.796875 0.0625 0.0703125;0.65234375 0.654296875 0.09375 0.08203125;0.908203125 0.619140625 0.06640625 0.06640625,3
10782,0.775390625 0.3671875 0.07421875 0.078125;0.41015625 0.619140625 0.078125 0.05859375;0.14453125 0.654296875 0.0859375 0.07421875;0.6640625 0.197265625 0.0546875 0.05078125,4
10785,0.4140625 0.119140625 0.078125 0.06640625;0.146484375 0.150390625 0.07421875 0.08203125,2
10786,0.33984375 0.75390625 0.171875 0.171875,1
10787,0.8203125 0.810546875 0.3359375 0.13671875,1
10788,0.35546875 0.79296875 0.3984375 0.1640625,1
10789,0.841796875 0.2578125 0.16796875 0.1640625,1
10790,0.33984375 0.251953125 0.1875 0.16796875,1
10793,0.5234375 0.501953125 0.359375 0.13671875,1
10794,0.82421875 0.322265625 0.34375 0.12109375;0.109375 0.501953125 0.21875 0.10546875,2
10796,0.6796875 0.78125 0.078125 0.0546875,1
10799,0.40625 0.279296875 0.3671875 0.15234375;0.791015625 0.177734375 0.37109375 0.16796875,2
10800,0.283203125 0.17578125 0.37890625 0.1640625,1
10801,0.6796875 0.27734375 0.078125 0.0625,1
10804,0.19140625 0.02734375 0.1953125 0.0546875;0.68359375 0.068359375 0.1015625 0.05859375;0.3046875 0.76953125 0.171875 0.09375,3
10805,0.1875 0.06640625 0.109375 0.0625;0.822265625 0.50390625 0.13671875 0.078125,2
10806,0.328125 0.50390625 0.1328125 0.078125;0.890625 0.5 0.140625 0.0703125;0.880859375 0.0859375 0.11328125 0.0625,3
10807,0.396484375 0.494140625 0.15234375 0.07421875;0.37890625 0.087890625 0.1171875 0.05859375;0.806640625 0.8828125 0.12890625 0.078125,3
10808,0.30859375 0.8828125 0.125 0.0703125;0.77734375 0.39453125 0.2109375 0.09375,2
10812,0.3046875 0.2734375 0.1796875 0.1015625,1
10814,0.30859375 0.732421875 0.1796875 0.08984375;0.353515625 0.017578125 0.22265625 0.03515625,2
10818,0.265625 0.11328125 0.140625 0.0703125,1
10819,0.8046875 0.23046875 0.1796875 0.0859375,1
10820,0.3046875 0.232421875 0.1875 0.08984375;0.697265625 0.5078125 0.07421875 0.046875,2
10821,0.19921875 0.51171875 0.078125 0.046875,1
10822,0.943359375 0.791015625 0.10546875 0.12109375,1
10823,0.4765625 0.78125 0.1796875 0.1328125,1
10827,0.345703125 0.84375 0.05078125 0.265625,1
10828,0.513671875 0.26171875 0.07421875 0.0703125,1
10830,0.349609375 0.3515625 0.06640625 0.2890625,1
10832,0.46484375 0.9453125 0.328125 0.1015625,1
10833,0.697265625 0.771484375 0.18359375 0.10546875;0.61328125 0.87890625 0.125 0.078125,2
10835,0.48828125 0.26953125 0.1328125 0.0859375;0.380859375 0.583984375 0.11328125 0.08203125,2
10838,0.185546875 0.26953125 0.17578125 0.1171875;0.111328125 0.37890625 0.11328125 0.078125,2
10840,0.380859375 0.091796875 0.11328125 0.06640625,1
10846,0.24609375 0.611328125 0.140625 0.14453125,1
10847,0.1640625 0.8515625 0.296875 0.1796875,1
10851,0.244140625 0.162109375 0.10546875 0.09765625,1
10852,0.736328125 0.109375 0.14453125 0.1484375,1
10854,0.5234375 0.7109375 0.1328125 0.1171875,1
10856,0.671875 0.658203125 0.125 0.12890625,1
10857,0.169921875 0.65625 0.12109375 0.1171875,1
10858,0.869140625 0.5234375 0.09765625 0.109375,1
10860,0.16796875 0.15625 0.1171875 0.1328125,1
10862,0.18359375 0.5234375 0.21875 0.1875;0.869140625 0.0390625 0.10546875 0.078125;0.470703125 0.357421875 0.14453125 0.11328125;0.40234375 0.671875 0.171875 0.2578125,4
10863,0.265625 0.365234375 0.2734375 0.19921875;0.54296875 0.23828125 0.1953125 0.1328125;0.66015625 0.3515625 0.3125 0.1953125,3
10867,0.126953125 0.080078125 0.25390625 0.14453125;0.720703125 0.83984375 0.18359375 0.078125,2
10868,0.212890625 0.83984375 0.16796875 0.0859375,1
10872,0.1953125 0.439453125 0.0859375 0.13671875;0.70703125 0.345703125 0.171875 0.08203125,2
10875,0.41015625 0.66015625 0.3359375 0.1796875;0.85546875 0.408203125 0.21875 0.14453125,2
10878,0.6875 0.59375 0.359375 0.140625,1
10879,0.1875 0.587890625 0.3515625 0.14453125,1
10882,0.12109375 0.9296875 0.2265625 0.078125,1
10886,0.3203125 0.427734375 0.2890625 0.16796875;0.591796875 0.71484375 0.28515625 0.15625;0.599609375 0.30078125 0.17578125 0.1171875,3
10887,0.525390625 0.466796875 0.41796875 0.20703125;0.42578125 0.16015625 0.328125 0.1875,2
10889,0.1796875 0.08984375 0.359375 0.140625,1
10894,0.12109375 0.42578125 0.234375 0.09375;0.677734375 0.916015625 0.15234375 0.08984375,2
10896,0.41796875 0.6640625 0.359375 0.296875;0.578125 0.83203125 0.359375 0.296875;0.6875 0.869140625 0.40625 0.25390625,3
10897,0.703125 0.34375 0.4375 0.28125,1
10902,0.87890625 0.583984375 0.1171875 0.05859375;0.37890625 0.42578125 0.09375 0.078125,2
10903,0.376953125 0.5859375 0.10546875 0.0546875;0.6796875 0.412109375 0.15625 0.07421875,2
10906,0.169921875 0.255859375 0.08203125 0.05859375;0.109375 0.388671875 0.1171875 0.09765625;0.21484375 0.376953125 0.09375 0.05078125,3
10907,0.6171875 0.78125 0.078125 0.0625,1
10909,0.740234375 0.767578125 0.07421875 0.07421875,1
10910,0.244140625 0.771484375 0.08203125 0.07421875;0.9140625 0.57421875 0.109375 0.1640625,2
10911,0.41796875 0.57421875 0.109375 0.15625,1
10912,0.142578125 0.884765625 0.07421875 0.07421875,1
10913,0.640625 0.3828125 0.0703125 0.0703125,1
10917,0.615234375 0.794921875 0.07421875 0.05859375,1
10918,0.1171875 0.794921875 0.0703125 0.05078125,1
10922,0.1171875 0.294921875 0.0703125 0.05859375,1
10923,0.125 0.859375 0.125 0.109375;0.564453125 0.33984375 0.12109375 0.109375,2
10926,0.203125 0.322265625 0.078125 0.05859375,1
10927,0.63671875 0.361328125 0.1328125 0.11328125,1
10928,0.134765625 0.361328125 0.12890625 0.11328125,1
10929,0.734375 0.958984375 0.078125 0.04296875,1
10931,0.20703125 0.767578125 0.078125 0.05859375,1
10933,0.25390625 0.958984375 0.1484375 0.07421875,1
10935,0.234375 0.4609375 0.078125 0.0546875;0.1015625 0.5859375 0.078125 0.046875;0.703125 0.26953125 0.078125 0.0625;0.505859375 0.591796875 0.02734375 0.08984375,4
10936,0.203125 0.271484375 0.078125 0.05859375,1
10939,0.599609375 0.08984375 0.08203125 0.046875,1
10940,0.09765625 0.087890625 0.078125 0.05078125,1
10941,0.716796875 0.68359375 0.08984375 0.0859375;0.84765625 0.7265625 0.125 0.0859375,2
10942,0.21484375 0.6875 0.09375 0.0859375;0.34765625 0.734375 0.1328125 0.1015625,2
10943,0.724609375 0.666015625 0.12109375 0.08984375,1
10944,0.228515625 0.662109375 0.12890625 0.08984375,1
10945,0.91015625 0.890625 0.0859375 0.0859375,1
10949,0.73828125 0.275390625 0.0703125 0.08203125,1
10950,0.2421875 0.26953125 0.0703125 0.078125;0.912109375 0.076171875 0.12109375 0.14453125,2
10953,0.255859375 0.65625 0.11328125 0.0703125;0.109375 0.818359375 0.09375 0.08984375,2
10955,0.75 0.638671875 0.125 0.08203125,1
10957,0.646484375 0.576171875 0.22265625 0.16015625;0.77734375 0.578125 0.125 0.1015625,2
10958,0.150390625 0.576171875 0.23046875 0.16015625;0.283203125 0.58203125 0.12890625 0.09375,2
10960,0.775390625 0.267578125 0.07421875 0.06640625,1
10961,0.275390625 0.271484375 0.08203125 0.06640625,1
10963,0.25 0.140625 0.125 0.0859375,1
10966,0.6796875 0.59765625 0.203125 0.1328125,1
10967,0.17578125 0.59375 0.1953125 0.1328125,1
10968,0.6484375 0.078125 0.21875 0.15625;0.775390625 0.078125 0.12109375 0.109375,2
10969,0.150390625 0.080078125 0.23046875 0.16015625;0.28515625 0.080078125 0.140625 0.10546875,2
10972,0.248046875 0.86328125 0.08984375 0.0859375;0.50390625 0.7890625 0.09375 0.0546875;0.75 0.390625 0.1171875 0.0703125;0.701171875 0.134765625 0.06640625 0.09765625;0.751953125 0.77734375 0.09765625 0.046875,5
10973,0.060546875 0.1640625 0.08984375 0.0625;0.53125 0.537109375 0.0859375 0.08203125;0.3671875 0.634765625 0.078125 0.08984375,3
10974,0.494140625 0.888671875 0.08203125 0.05859375,1
10975,0.82421875 0.5 0.0703125 0.0546875,1
10978,0.869140625 0.439453125 0.13671875 0.06640625;0.916015625 0.7578125 0.16015625 0.1484375,2
10979,0.466796875 0.740234375 0.26171875 0.19921875;0.365234375 0.4453125 0.13671875 0.0703125;0.515625 0.94140625 0.125 0.09375,3
10981,0.9296875 0.880859375 0.0859375 0.05859375,1
10982,0.833984375 0.751953125 0.09765625 0.06640625;0.431640625 0.880859375 0.09765625 0.05859375,2
10984,0.0390625 0.474609375 0.078125 0.09765625;0.74609375 0.361328125 0.0859375 0.08984375;0.830078125 0.73046875 0.08203125 0.0859375,3
10986,0.537109375 0.51171875 0.07421875 0.0546875,1
10988,0.4921875 0.455078125 0.078125 0.08984375;0.25 0.654296875 0.078125 0.12109375;0.056640625 0.06640625 0.08984375 0.09375;0.8671875 0.134765625 0.078125 0.09765625,4
10989,0.72265625 0.5 0.171875 0.109375;0.3359375 0.373046875 0.0703125 0.05859375,2
10990,0.912109375 0.263671875 0.16796875 0.14453125;0.826171875 0.9296875 0.10546875 0.0703125,2
10991,0.521484375 0.443359375 0.12890625 0.08984375;0.462890625 0.240234375 0.25390625 0.20703125;0.328125 0.9296875 0.109375 0.0703125,3
10996,0.330078125 0.4296875 0.11328125 0.0703125,1
10998,0.359375 0.294921875 0.09375 0.05859375,1
10999,0.8984375 0.787109375 0.09375 0.07421875,1
11000,0.40234375 0.78515625 0.1015625 0.0703125,1
11001,0.529296875 0.634765625 0.19140625 0.22265625,1
11002,0.111328125 0.8828125 0.08984375 0.1015625,1
11005,0.904296875 0.28515625 0.09765625 0.0703125,1
11007,0.53125 0.13671875 0.1953125 0.2265625,1
11008,0.109375 0.384765625 0.0859375 0.09765625,1
11010,0.21484375 0.9609375 0.0859375 0.0625,1
11011,0.71484375 0.169921875 0.078125 0.05078125,1
11012,0.216796875 0.171875 0.07421875 0.0546875,1
11014,0.57421875 0.490234375 0.109375 0.12890625;0.25 0.552734375 0.0859375 0.08984375,2
11015,0.07421875 0.4921875 0.1171875 0.125,1
11017,0.822265625 0.65625 0.07421875 0.0546875;0.880859375 0.76171875 0.08203125 0.0625,2
11022,0.603515625 0.892578125 0.11328125 0.09765625;0.671875 0.751953125 0.078125 0.05859375;0.712890625 0.873046875 0.08203125 0.05078125,3
11023,0.82421875 0.158203125 0.0703125 0.05859375;0.88671875 0.263671875 0.0859375 0.05078125;0.169921875 0.75390625 0.08203125 0.0625;0.10546875 0.892578125 0.109375 0.09765625;0.2109375 0.875 0.0859375 0.046875,5
11025,0.69921875 0.095703125 0.125 0.12890625,1
11028,0.169921875 0.259765625 0.05859375 0.11328125,1
11029,0.775390625 0.439453125 0.05078125 0.12109375;0.94140625 0.94921875 0.0546875 0.0703125,2
11031,0.091796875 0.328125 0.16796875 0.109375,1
11032,0.537109375 0.896484375 0.11328125 0.07421875;0.759765625 0.830078125 0.11328125 0.08984375,2
11033,0.263671875 0.828125 0.11328125 0.09375;0.048828125 0.896484375 0.09765625 0.08984375,2
11037,0.818359375 0.421875 0.04296875 0.109375;0.029296875 0.6328125 0.05859375 0.1328125;0.279296875 0.736328125 0.07421875 0.07421875;0.138671875 0.57421875 0.10546875 0.0703125;0.431640625 0.830078125 0.06640625 0.15234375;0.154296875 0.91015625 0.07421875 0.0859375;0.673828125 0.685546875 0.07421875 0.05078125;0.564453125 0.775390625 0.08203125 0.05859375,8
11038,0.314453125 0.421875 0.04296875 0.109375;0.171875 0.68359375 0.0703125 0.0546875;0.875 0.916015625 0.0390625 0.07421875;0.068359375 0.779296875 0.07421875 0.05859375,4
